,Song_Title,Artist,Lyricist,Composer,Lyric
22,シャルル,"
バルーン",バルーン,バルーン,さよならはあなたから言った それなのに頬を濡らしてしまうの そうやって昨日の事も消してしまうなら もういいよ 笑って 花束を抱えて歩いた 意味もなく ただ街を見下ろした こうやって理想の縁に心を置き去っていく もういいか 空っぽでいよう それでいつか 深い青で満たしたのなら どうだろう こんな風に悩めるのかな 愛を謳って雲の上 濁りきっては見えないや 嫌 遠く描いていた 日々を語って夜の群れ いがみ合ってきりがないな 否 笑い合ってさよなら 朝焼けとあなたの溜息 この街は僕等の夢を見てる 今日だって互いの事を忘れていくんだね ねえ そうでしょ 黙っていよう それでいつか 苛まれたとしても 別に良いんだよ こんな憂いも意味があるなら 恋と飾って 静かな方へ 汚れきった言葉を 今 「此処には誰もいない」「ええ、そうね」 混ざって 二人の果て 譲り合って何もないな 否 痛みだって教えて きっとわかっていた 騙し合うなんて馬鹿らしいよな ずっと迷っていた ほらね 僕等は変われない そうだろう 互いのせいで今があるのに 愛を謳って雲の上 濁りきっては見えないや 嫌 日に日に増えていた 後悔を語って夜の群れ 許し合って意味もないな 否 哂い合ってさよなら
23,宿命,"
Official髭男dism",藤原聡,藤原聡,心臓からあふれ出した声で 歌うメロディ 振り向いた未来 君から溢れだした声と 合わさって響いた 群青の空の下 夢じゃない 夢じゃない 涙の足跡 嘘じゃない 嘘じゃない 泥だらけの笑顔 夢じゃない 夢じゃない 肩を組んで叫びたい 僕らの想い 届け！ 奇跡じゃなくていい 美しくなくていい 生き甲斐ってやつが光り輝くから 切れないバッテリー 魂の限り 宿命ってやつを燃やして 暴れ出すだけなんだ 沈黙が続いたイヤフォン 自分の弱さに遠ざかってく未来 「大丈夫」や「頑張れ」って歌詞に 苛立ってしまった そんな夜もあった 夢じゃない 夢じゃない あの日の悔しさと 忘れない 忘れない 掌の爪痕 無駄じゃない 無駄じゃない それも全て讃えたい もうあと少し 願いの熱さに 汗まみれになったり 期待背負って立って 重さに臆病になるけど 僕らの背番号 それは背中じゃなく 瞳の奥のアンサー 重なって 照らしあってくFOREVER 緊張から不安が芽生えて 根を張るみたいに 僕らを支配する そんなものに負けてたまるかと 今 宿命ってやつを燃やして 暴れ出す 届け！ 奇跡じゃなくていい 美しくなくていい 生き甲斐ってやつが光り輝くから 切れないバッテリー 魂の限り 宿命ってやつを燃やして 暴れ出すだけなんだ ただ宿命ってやつをかざして 立ち向かうだけなんだ
24,インフェルノ,"
Mrs. GREEN APPLE",大森元貴,大森元貴,照らすは闇 僕らは歩き慣れてきた日々も淘汰 夢は安泰な暮らしだが 刺激不足故にタラタラ 照らすは熄み 僕らの歩き慣れていた道はどこだ 時はたまに癪だが 温もりに包まれ只 炎が立つ 導の方へ 思い出すは優しいメロディー 永遠は無いんだと 無いんだと云フ それもまたイイねと笑ってみる 輝けばいつかは光も絶える 僕らは命の火が消えるその日まで歩いてゆく ところで何故 僕らは思考を急に辞めているんだ 夢は安泰な暮らしだが 知識不足故にハラハラ 食せばYummy ヨスガに縋り付いたまま朽ちて行くんだ ここは業火の中だが 傷跡がヒリつき只 水面が立つ 光の方へ 手を取るは新しいメモリー 夜空が分かつ 導の方へ 遮るは堅苦しいセオリー 永遠は無いんだと 無いんだと云フ やっぱ苦しいねと泣いてみる 風船もいつかは萎むか割れる 僕らは命の泉を護り続けて繋いでゆく 学びきれずに卒業 伝えきれずに失恋 遊びきれずに決別 面倒臭いが 地獄じゃあるまいし 音が出る玩具も 痛みを飛ばす魔法も 全部僕にとっての宝物 永遠は無いんだと 無いんだと云フ 僕らは命の火が消えるその日まで歩いてゆく
25,どろん,"
King Gnu",Daiki Tsuneta,Daiki Tsuneta,いつだって期限付きなんだ 何処までも蚊帳の外なんだ 血走って噛み付いた 味方は何処にいるんだ？ 今日だって 傷を舐めあって 面の皮取り繕って 居場所を守ってるんだ あなたの事を待ってるんだ 白黒で単純に割り切れやしないよ 人はいつだって曖昧な生き物でしょう 僕ら何を大事に握りしめ切れているんだろうか 人生にガードレールは無いよな 手元が狂ったらコースアウト 真っ逆さま落ちていったら すぐにバケモノ扱いだ 其処を退け、其処を退け 今じゃ正義か悪か それどころじゃないんだ いつだって期限付きなんだ 何処までも蚊帳の外なんだ 血走って噛み付いた 味方は何処にいるんだ？ 今日だって 傷を舐めあって 面の皮取り繕って 居場所を守ってるんだ あなたの事を待ってるんだ 散らかった部屋に押し潰されそうだ 人はいつだって臆病な生き物でしょう 締め切った窓は呼吸を 重くしてしまっているんだろうか 大都会の他愛もない大恋愛 高く飛びたきゃ膝を曲げるんだ しゃがまなきゃ飛べやしないな ひとりぼっち 孤独渦巻いた ここから抜け出さなきゃ 自分を好きになりたいんだ 明日を信じてみませんか なんて綺麗事を並べたって 無情に回り続ける社会 無駄なもんは切り捨てられるんだ 大義名分のお通りだ この通り不条理まかり通り 知らずのうち葬られようが 後には引けやしないんだ 駅前を流れる 人々を眺めてる 大都会 他愛のない 会話さえ やけに煩わしくて ここはどこ、私は誰 継ぎ接ぎだらけの記憶の影 煌めく宴とは無関係な 日常へ吸い込まれ、おやすみ いつだって期限付きなんだ 何処までも蚊帳の外なんだ 血走って噛み付いた 味方は何処にいるんだ？ 今日だって 傷を舐めあって 面の皮取り繕って 居場所を守ってるんだ あなたの事を待ってるんだ 明日を信じてみませんか なんて綺麗事を並べたって 無情に回り続ける社会 無駄なもんは切り捨てられるんだ 大義名分のお通りだ この通り不条理まかり通り 知らずのうち葬られようが 後には引けやしないんだ
26,未完成,"
家入レオ",家入レオ・Kanata Okajima,久保田真悟(Jazzin'park),愛を止めて 僕から逃げて 壊して欲しいよ 全部 全部 過去も捨てて 笑い飛ばして いいよ いいよ いいよ 「嘘吐き」って言って 無論 突き放して もう夢見ないように 行き過ぎた感情 暴れ回るなら いっそ 世界から 消し去っていいのに 僕はなんて 未完成 どうしたら良いか 分からないんだ 救えないなら 生まないで 愛を止めて 僕から逃げて 否定していいよ 全部 全部 このままだと 君を壊す いいの？ いいの？ いいの？ 二度と振り返らないで 上手く 幸せになってね こんな僕が 愛してごめん。 もう 自由だよ 「本当を見せて」 言いながら 隠して 騙し合う二人 不必要に君は 傷つけて来るけど 僕の愛でしか 寂しさ満たせないよ 君はなんて 未完成 どうしたら良いか 分からないんだ よく似た者同士だね 呼吸止めて 僕から逃げて 忘れて欲しいよ 全部 全部 例え何処で 生きていたって 好きだよ 好きだよ 好きだよ 君は泣いているのに ねぇ なんで 泣けないんだろう 無責任に 愛してごめん。 すべてが 押し寄せて 引き返して 定まらない 正常な日々を お願い返して 終わりたい 終われない いいよ 君が決めて 愛を止めて 僕から逃げて 壊して欲しいよ 全部 全部 過去も捨てて 笑い飛ばして いいよ いいよ いいよ 二度と振り返らないで 上手く 幸せになってね こんな僕が 愛してごめん。 呼吸止めて 僕から逃げて 忘れて欲しいよ 全部 全部 例え何処で 生きていたって 好きだよ 好きだよ 好きだよ 僕らにしか見えていない 世界は 脆過ぎたみたい 「会えて良かった」と君が笑う もう 自由だよ もう 自由だよ
27,花に亡霊,"
ヨルシカ",n-buna,n-buna,もう忘れてしまったかな 夏の木陰に座ったまま、氷菓を口に放り込んで風を待っていた もう忘れてしまったかな 世の中の全部嘘だらけ 本当の価値を二人で探しに行こうと笑ったこと 忘れないように 色褪せないように 形に残るものが全てじゃないように 言葉をもっと教えて 夏が来るって教えて 僕は描いてる 眼に映ったのは夏の亡霊だ 風にスカートが揺れて 想い出なんて忘れて 浅い呼吸をする、汗を拭って夏めく もう忘れてしまったかな 夏の木陰に座った頃、遠くの丘から顔出した雲があったじゃないか 君はそれを掴もうとして、馬鹿みたいに空を切った手で 僕は紙に雲一つを書いて、笑って握って見せて 忘れないように 色褪せないように 歴史に残るものが全てじゃないから 今だけ顔も失くして 言葉も全部忘れて 君は笑ってる 夏を待っている僕ら亡霊だ 心をもっと教えて 夏の匂いを教えて 浅い呼吸をする 忘れないように 色褪せないように 心に響くものが全てじゃないから 言葉をもっと教えて さよならだって教えて 今も見るんだよ 夏に咲いてる花に亡霊を 言葉じゃなくて時間を 時間じゃなくて心を 浅い呼吸をする、汗を拭って夏めく 夏の匂いがする もう忘れてしまったかな 夏の木陰に座ったまま、氷菓を口に放り込んで風を待っていた
28,だから僕は音楽を辞めた,"
ヨルシカ",n-buna,n-buna,考えたってわからないし 青空の下、君を待った 風が吹いた正午、昼下がりを抜け出す想像 ねぇ、これからどうなるんだろうね 進め方教わらないんだよ 君の目を見た 何も言えず僕は歩いた 考えたってわからないし 青春なんてつまらないし 辞めた筈のピアノ、机を弾く癖が抜けない ねぇ、将来何してるだろうね 音楽はしてないといいね 困らないでよ 心の中に一つ線を引いても どうしても消えなかった 今更なんだから なぁ、もう思い出すな 間違ってるんだよ わかってないよ、あんたら人間も 本当も愛も世界も苦しさも人生もどうでもいいよ 正しいかどうか知りたいのだって防衛本能だ 考えたんだ あんたのせいだ 考えたってわからないが、本当に年老いたくないんだ いつか死んだらって思うだけで胸が空っぽになるんだ 将来何してるだろうって 大人になったらわかったよ 何もしてないさ 幸せな顔した人が憎いのはどう割り切ったらいいんだ 満たされない頭の奥の化け物みたいな劣等感 間違ってないよ なぁ、何だかんだあんたら人間だ 愛も救いも優しさも根拠がないなんて気味が悪いよ ラブソングなんかが痛いのだって防衛本能だ どうでもいいか あんたのせいだ 考えたってわからないし 生きてるだけでも苦しいし 音楽とか儲からないし 歌詞とか適当でもいいよ どうでもいいんだ 間違ってないだろ 間違ってないよな 間違ってるんだよ わかってるんだ あんたら人間も 本当も愛も救いも優しさも人生もどうでもいいんだ 正しい答えが言えないのだって防衛本能だ どうでもいいや あんたのせいだ 僕だって信念があった 今じゃ塵みたいな想いだ 何度でも君を書いた 売れることこそがどうでもよかったんだ 本当だ 本当なんだ 昔はそうだった だから僕は音楽を辞めた
29,ハルジオン,"
YOASOBI",Ayase,Ayase,過ぎてゆく時間の中 あなたを思い出す 物憂げに眺める画面に映った二人 笑っていた 知りたくないほど 知りすぎてくこと ただ過ぎる日々に呑み込まれたの それでもただもう一度だけ会いたくて あなたの言葉に頷き信じた私を 一人置き去りに時間は過ぎる 見えていたはずの 未来も指の隙間をすり抜けた 戻れない日々の欠片と あなたの気配を 今でも探してしまうよ まだあの日の二人に手を伸ばしてる 境界線は自分で引いた 「現実は」って見ないフリをしていた そんな私じゃ 見えない見えない 境界線の向こうに咲いた 鮮烈な花達も 本当は見えてたのに 知らず知らずの内に 擦り減らした心の扉に鍵をかけたの そこにはただ美しさの無い 私だけが残されていた 青過ぎる空に目の奥が染みた あの日の景色に取りに帰るの あなたが好きだと言ってくれた私を 誰にも見せずに この手で隠した想いが 今も私の中で生きている 目を閉じてみれば 今も鮮やかに蘇る景色と 戻れない日々の欠片が 映し出したのは 蕾のまま閉じ込めた未来 もう一度描き出す あの日のあなたの言葉と 美しい時間と 二人で過ごしたあの景色が 忘れてた想いと 失くしたはずの未来を繋いでいく 戻れない日々の続きを歩いていくんだ これからも、あなたがいなくても あの日の二人に手を振れば 確かに動き出した 未来へ
30,I LOVE...,"
Official髭男dism",藤原聡,藤原聡,僕が見つめる景色のその中に 君が入ってから 変わり果てた世界は いつも卒なくこなした日々の真ん中 不思議な引力に逆らえず崩れてく I Love なんて 言いかけてはやめて I Love I Love 何度も 高まる愛の中 変わる心情の中 燦然と輝く姿は まるで水槽の中に飛び込んで溶けた絵の具みたいな イレギュラー 独りじゃ何ひとつ気付けなかっただろう こんなに鮮やかな色彩に 普通の事だと とぼける君に言いかけた I Love その続きを贈らせて 見えない物を見て笑う君の事を 分かれない僕が居る 美しすぎて目が眩んでしまう 今も劣等感に縛られて生きている I Love I Love 不恰好な結び目 I Love I Love 手探りで見つけて I Love Your Love 解いて 絡まって 僕は繰り返してる 何度も レプリカばかりが飾られた銀河 カーテンで作られた暗闇 嘆く人も居ない 鼠色の街の中で I Love その証を抱き締めて 喜びも悲しみも句読点のない想いも 完全に分かち合うより 曖昧に悩みながらも 認め合えたなら 重なる愛の中 濁った感情の中 瞬きの僅かその合間に 君がくれたプレゼントはこの やけに優しい世界だ イレギュラー 独りじゃ何ひとつ気付けなかっただろう こんなに大切な光に 普通の事だと とぼける君に言いかけた I Love その続きを贈らせて 受け取り合う僕ら 名前もない夜が更けていく
31,紅蓮華,"
LiSA",LiSA,草野華余子,強くなれる理由を知った 僕を連れて進め 泥だらけの走馬灯に酔う こわばる心 震える手は掴みたいものがある それだけさ 夜の匂いに空睨んでも 変わっていけるのは自分自身だけ それだけさ 強くなれる理由を知った 僕を連れて進め どうしたって！ 消せない夢も 止まれない今も 誰かのために強くなれるなら ありがとう 悲しみよ 世界に打ちのめされて負ける意味を知った 紅蓮の華よ咲き誇れ！ 運命を照らして イナビカリの雑音が耳を刺す 戸惑う心 優しいだけじゃ守れないものがある？ わかってるけど 水面下で絡まる善悪 透けて見える偽善に天罰 逸材の花より 挑み続け咲いた一輪が美しい 乱暴に敷き詰められた トゲだらけの道も 本気の僕だけに現れるから 乗り越えてみせるよ 簡単に片付けられた 守れなかった夢も 紅蓮の心臓に根を生やし この血に宿ってる 人知れず儚い 散りゆく結末 無情に破れた 悲鳴の風吹く 誰かの笑う影 誰かの泣き声 誰もが幸せを願ってる どうしたって！ 消せない夢も 止まれない今も 誰かのために強くなれるなら ありがとう 悲しみよ 世界に打ちのめされて負ける意味を知った 紅蓮の華よ咲き誇れ！ 運命を照らして
32,Pretender,"
Official髭男dism",藤原聡,藤原聡,君とのラブストーリー それは予想通り いざ始まればひとり芝居だ ずっとそばにいたって 結局ただの観客だ 感情のないアイムソーリー それはいつも通り 慣れてしまえば悪くはないけど 君とのロマンスは人生柄 続きはしないことを知った もっと違う設定で もっと違う関係で 出会える世界線 選べたらよかった もっと違う性格で もっと違う価値観で 愛を伝えられたらいいな そう願っても無駄だから グッバイ 君の運命のヒトは僕じゃない 辛いけど否めない でも離れ難いのさ その髪に触れただけで 痛いや いやでも 甘いな いやいや グッバイ それじゃ僕にとって君は何？ 答えは分からない 分かりたくもないのさ たったひとつ確かなことがあるとするのならば 「君は綺麗だ」 誰かが偉そうに 語る恋愛の論理 何ひとつとしてピンとこなくて 飛行機の窓から見下ろした 知らない街の夜景みたいだ もっと違う設定で もっと違う関係で 出会える世界線 選べたらよかった いたって純な心で 叶った恋を抱きしめて 「好きだ」とか無責任に言えたらいいな そう願っても虚しいのさ グッバイ 繋いだ手の向こうにエンドライン 引き伸ばすたびに 疼きだす未来には 君はいない その事実に Cry... そりゃ苦しいよな グッバイ 君の運命のヒトは僕じゃない 辛いけど否めない でも離れ難いのさ その髪に触れただけで 痛いや いやでも 甘いな いやいや グッバイ それじゃ僕にとって君は何？ 答えは分からない 分かりたくもないのさ たったひとつ確かなことがあるとするのならば 「君は綺麗だ」 それもこれもロマンスの定めなら 悪くないよな 永遠も約束もないけれど 「とても綺麗だ」
33,パプリカ,"
Foorin",米津玄師,米津玄師,曲りくねり はしゃいだ道 青葉の森で駆け回る 遊びまわり 日差しの街 誰かが呼んでいる 夏が来る 影が立つ あなたに会いたい 見つけたのはいちばん星 明日も晴れるかな パプリカ 花が咲いたら 晴れた空に種を蒔こう ハレルヤ 夢を描いたなら 心遊ばせあなたにとどけ 雨に燻り 月は陰り 木陰で泣いてたのは誰 一人一人 慰めるように 誰かが呼んでいる 喜びを数えたら あなたでいっぱい 帰り道を照らしたのは 思い出のかげぼうし パプリカ 花が咲いたら 晴れた空に種を蒔こう ハレルヤ 夢を描いたなら 心遊ばせあなたにとどけ 会いに行くよ 並木を抜けて 歌を歌って 手にはいっぱいの 花を抱えて らるらりら パプリカ 花が咲いたら 晴れた空に種を蒔こう ハレルヤ 夢を描いたなら 心遊ばせあなたにとどけ かかと弾ませこの指とまれ
34,白日,"
King Gnu",Daiki Tsuneta,Daiki Tsuneta,時には誰かを 知らず知らずのうちに 傷つけてしまったり 失ったりして初めて 犯した罪を知る 戻れないよ、昔のようには 煌めいて見えたとしても 明日へと歩き出さなきゃ 雪が降り頻ろうとも 今の僕には 何ができるの？ 何になれるの？ 誰かのために生きるなら 正しいことばかり 言ってらんないよな どこかの街で また出逢えたら 僕の名前を 覚えていますか？ その頃にはきっと 春風が吹くだろう 真っ新に生まれ変わって 人生一から始めようが へばりついて離れない 地続きの今を歩いているんだ 真っ白に全てさよなら 降りしきる雪よ 全てを包み込んでくれ 今日だけは 全てを隠してくれ もう戻れないよ、昔のようには 羨んでしまったとしても 明日へと歩き出さなきゃ 雪が降り頻ろうとも いつものように笑ってたんだ 分かり合えると思ってたんだ 曖昧なサインを見落として 途方のない間違い探し 季節を越えて また出逢えたら 君の名前を 呼んでもいいかな その頃にはきっと 春風が吹くだろう 真っ新に生まれ変わって 人生一から始めようが 首の皮一枚繋がった 如何しようも無い今を 生きていくんだ 真っ白に全てさよなら 降りしきる雪よ 今だけはこの心を凍らせてくれ 全てを忘れさせてくれよ 朝目覚めたら どっかの誰かに なってやしないかな なれやしないよな 聞き流してくれ 忙しない日常の中で 歳だけを重ねた その向こう側に 待ち受けるのは 天国か地獄か いつだって人は鈍感だもの わかりゃしないんだ肚の中 それでも愛し愛され 生きて行くのが定めと知って 後悔ばかりの人生だ 取り返しのつかない過ちの 一つや二つくらい 誰にでもあるよな そんなんもんだろう うんざりするよ 真っ新に生まれ変わって 人生一から始めようが へばりついて離れない 地続きの今を歩いて行くんだ 真っ白に全てさようなら 降りしきる雪よ 全てを包み込んでくれ 今日だけは 全てを隠してくれ
35,イエスタデイ,"
Official髭男dism",藤原聡,藤原聡,何度失ったって 取り返してみせるよ 雨上がり 虹がかかった空みたいな君の笑みを 例えばその代償に 誰かの表情を曇らせてしまったっていい 悪者は僕だけでいい 本当はいつでも誰もと思いやりあっていたい でもそんな悠長な理想論はここで捨てなくちゃな 遥か先で 君へ 狙いを定めた恐怖を どれだけ僕ははらい切れるんだろう？ 半信半疑で 世間体 気にしてばっかのイエスタデイ ポケットの中で怯えたこの手はまだ忘れられないまま 「何度傷ついたって 仕方ないよ」と言って うつむいて 君がこぼした 儚くなまぬるい涙 ただの一粒だって 僕を不甲斐なさで 溺れさせて 理性を奪うには十分過ぎた 街のクラクションもサイレンも届きやしないほど 遥か先へ進め 身勝手すぎる恋だと 世界が後ろから指差しても 振り向かず進め 必死で 君の元へ急ぐよ 道の途中で聞こえたSOSさえ気づかないふりで バイバイイエスタデイ ごめんね 名残惜しいけど行くよ いつかの憧れと違う僕でも ただ1人だけ 君だけ 守るための強さを 何よりも望んでいた この手に今 遥か先へ進め 幼すぎる恋だと 世界が後ろから指差しても 迷わずに進め 進め 2人だけの宇宙へと ポケットの中で震えたこの手で今君を連れ出して 未来の僕は知らない だから視線は止まらない 謎めいた表現技法 意味深な君の気性 アイラブユーさえ 風に 飛ばされそうな時でも 不器用ながら繋いだ この手はもう決して離さずに 虹の先へ
36,まちがいさがし,"
菅田将暉",米津玄師,米津玄師,まちがいさがしの間違いの方に 生まれてきたような気でいたけど まちがいさがしの正解の方じゃ きっと出会えなかったと思う ふさわしく 笑いあえること 何故だろうか 涙がでること 君の目が貫いた 僕の胸を真っ直ぐ その日から何もかも 変わり果てた気がした 風に飛ばされそうな 深い春の隅で 退屈なくらいに何気なく傍にいて 間違いだらけの 些細な隙間で くだらない話を くたばるまで 正しくありたい あれない 寂しさが 何を育んだでしょう 一つずつ 探し当てていこう 起きがけの 子供みたいに 君の手が触れていた 指を重ね合わせ 間違いか正解かだなんてどうでもよかった 瞬く間に落っこちた 淡い靄の中で 君じゃなきゃいけないと ただ強く思うだけ 君の目が貫いた 僕の胸を真っ直ぐ その日から何もかも 変わり果てた気がした 風に飛ばされそうな 深い春の隅で 誰にも見せない顔を見せて 君の手が触れていた 指を重ね合わせ 間違いか正解かだなんてどうでもよかった 瞬く間に落っこちた 淡い靄の中で 君じゃなきゃいけないと ただ強く思うだけ
37,馬と鹿,"
米津玄師",米津玄師,米津玄師,歪んで傷だらけの春 麻酔も打たずに歩いた 体の奥底で響く 生き足りないと強く まだ味わうさ 噛み終えたガムの味 冷めきれないままの心で ひとつひとつなくした果てに ようやく残ったもの これが愛じゃなければなんと呼ぶのか 僕は知らなかった 呼べよ 花の名前をただ一つだけ 張り裂けるくらいに 鼻先が触れる 呼吸が止まる 痛みは消えないままでいい 疲れたその目で何を言う 傷跡隠して歩いた そのくせ影をばら撒いた 気づいて欲しかった まだ歩けるか 噛み締めた砂の味 夜露で濡れた芝生の上 はやる胸に 尋ねる言葉 終わるにはまだ早いだろう 誰も悲しまぬように微笑むことが 上手くできなかった 一つ ただ一つでいい 守れるだけで それでよかったのに あまりにくだらない 願いが消えない 誰にも奪えない魂 何に例えよう 君と僕を 踵に残る似た傷を 晴れ間を結えばまだ続く 行こう花も咲かないうちに これが愛じゃなければなんと呼ぶのか 僕は知らなかった 呼べよ 恐れるままに花の名前を 君じゃなきゃ駄目だと 鼻先が触れる 呼吸が止まる 痛みは消えないままでいい あまりにくだらない 願いが消えない 止まない
38,あなたがいることで,"
Uru",Uru,Uru,どんな言葉で 今あなたに伝えられるだろう 不器用な僕だけど ちゃんとあなたに届くように 明日が見えなくなって 信じることが怖くなって 過去を悔やんでは責めたりもしたけれど 僕を愛し続けてくれた人 もしも明日世界が終わっても 会えない日々が続いたとしても 僕はずっとあなたを想うよ あの日僕にくれたあなたの笑顔が 生きる力と勇気をくれたんだ 星が見えない 孤独な夜でも あなたがいる ただそれだけで 強くなれる 目が合えば笑って 一緒にいれば楽しくて 共に過ごした毎日は かけがえのないものだった 向かい風が冷たくて 忘れてしまいそうになるけど 通り過ぎてきた何気ない日々の中に 僕らの幸せは確かにあった もしも明けない夜の中で 一人静かに泣いているのなら あなたが僕を信じてくれたように 次は僕がその手を強く握るから 傷つくことから逃げていた この心動かすのは 弱さを見せないあなたが 初めて見せた涙 いつか僕に話してくれた あなたが描いた未来の中に 僕ら一緒にいられるように あなたがいることでどんな明日も 歩いていける光になるから 星が見えない孤独な夜でも 信じられる 僕らまたここで 笑える日を
39,115万キロのフィルム,"
Official髭男dism",藤原聡,藤原聡,これから歌う曲の内容は僕の頭の中のこと 主演はもちろん君で 僕は助演で監督でカメラマン 目の奥にあるフィルムで作る映画の話さ Ah くだらないなと笑ったんなら掴みはそれで万事OK！ 呆れていないでちょっと待って きっと気に入ってもらえると思うな ここまでのダイジェストを少しだけ見せるよ 初めて喧嘩した夜の涙 個人的に胸が痛むけれど そのまま見続けよう ごめんねと言って仲直りして手を握って… ほら、ここで君が笑うシーンが見どころなんだからさ Ah 写真にも映せやしないとても些細なその仕草に どんな暗いストーリーも覆す瞬間が溢れてる どれかひとつを切り取って サムネイルにしようとりあえず今の所は きっと10年後くらいにはキャストが増えたりもするんだろう 今でも余裕なんてないのにこんな安月給じゃもうキャパオーバー！ きっと情けないところも山ほど見せるだろう 苗字がひとつになった日も 何ひとつ代わり映えのない日も 愛しい日々尊い日々 逃さないように忘れないように焼き付けていくよ 今、目を細めて恥じらいあって永遠を願った僕たちを すれ違いや憂鬱な展開が引き裂こうとしたその時には 僕がうるさいくらいの声量でこの歌何度も歌うよ だからどうかそばにいて エンドロールなんてもん作りたくもないから クランクアップがいつなのか僕らには決められない だから風に吹かれていこう フィルムは用意したよ 一生分の長さを ざっと115万キロ ほら、ここで君が笑うシーンが見どころなんだからさ Ah 写真にも映せやしないとても些細なその仕草に どんな暗いストーリーも覆す瞬間が溢れてる どれかひとつを切り取って サムネイルにしよう さあ、これから生まれる名場面を探しにいこうよ 酸いも甘いも寄り添って 一緒に味わおうフィルムがなくなるまで 撮影を続けようこの命ある限り
40,Lemon,"
米津玄師",米津玄師,米津玄師,夢ならばどれほどよかったでしょう 未だにあなたのことを夢にみる 忘れた物を取りに帰るように 古びた思い出の埃を払う 戻らない幸せがあることを 最後にあなたが教えてくれた 言えずに隠してた昏い過去も あなたがいなきゃ永遠に昏いまま きっともうこれ以上 傷つくことなど ありはしないとわかっている あの日の悲しみさえ あの日の苦しみさえ そのすべてを愛してた あなたとともに 胸に残り離れない 苦いレモンの匂い 雨が降り止むまでは帰れない 今でもあなたはわたしの光 暗闇であなたの背をなぞった その輪郭を鮮明に覚えている 受け止めきれないものと出会うたび 溢れてやまないのは涙だけ 何をしていたの 何を見ていたの わたしの知らない横顔で どこかであなたが今 わたしと同じ様な 涙にくれ 淋しさの中にいるなら わたしのことなどどうか 忘れてください そんなことを心から願うほどに 今でもあなたはわたしの光 自分が思うより 恋をしていたあなたに あれから思うように 息ができない あんなに側にいたのに まるで嘘みたい とても忘れられない それだけが確か あの日の悲しみさえ あの日の苦しみさえ そのすべてを愛してた あなたとともに 胸に残り離れない 苦いレモンの匂い 雨が降り止むまでは帰れない 切り分けた果実の片方の様に 今でもあなたはわたしの光
41,どろん,"
King Gnu",Daiki Tsuneta,Daiki Tsuneta,いつだって期限付きなんだ 何処までも蚊帳の外なんだ 血走って噛み付いた 味方は何処にいるんだ？ 今日だって 傷を舐めあって 面の皮取り繕って 居場所を守ってるんだ あなたの事を待ってるんだ 白黒で単純に割り切れやしないよ 人はいつだって曖昧な生き物でしょう 僕ら何を大事に握りしめ切れているんだろうか 人生にガードレールは無いよな 手元が狂ったらコースアウト 真っ逆さま落ちていったら すぐにバケモノ扱いだ 其処を退け、其処を退け 今じゃ正義か悪か それどころじゃないんだ いつだって期限付きなんだ 何処までも蚊帳の外なんだ 血走って噛み付いた 味方は何処にいるんだ？ 今日だって 傷を舐めあって 面の皮取り繕って 居場所を守ってるんだ あなたの事を待ってるんだ 散らかった部屋に押し潰されそうだ 人はいつだって臆病な生き物でしょう 締め切った窓は呼吸を 重くしてしまっているんだろうか 大都会の他愛もない大恋愛 高く飛びたきゃ膝を曲げるんだ しゃがまなきゃ飛べやしないな ひとりぼっち 孤独渦巻いた ここから抜け出さなきゃ 自分を好きになりたいんだ 明日を信じてみませんか なんて綺麗事を並べたって 無情に回り続ける社会 無駄なもんは切り捨てられるんだ 大義名分のお通りだ この通り不条理まかり通り 知らずのうち葬られようが 後には引けやしないんだ 駅前を流れる 人々を眺めてる 大都会 他愛のない 会話さえ やけに煩わしくて ここはどこ、私は誰 継ぎ接ぎだらけの記憶の影 煌めく宴とは無関係な 日常へ吸い込まれ、おやすみ いつだって期限付きなんだ 何処までも蚊帳の外なんだ 血走って噛み付いた 味方は何処にいるんだ？ 今日だって 傷を舐めあって 面の皮取り繕って 居場所を守ってるんだ あなたの事を待ってるんだ 明日を信じてみませんか なんて綺麗事を並べたって 無情に回り続ける社会 無駄なもんは切り捨てられるんだ 大義名分のお通りだ この通り不条理まかり通り 知らずのうち葬られようが 後には引けやしないんだ
