,Song_Title,Artist,Lyricist,Composer,Lyric
21,ラストシーン,"
菅田将暉",石崎ひゅーい,石崎ひゅーい,世界中の灯りをともしてさ 君の涙に手を伸ばすんだよ 夜明け間近の彗星みたいに ほら、ラストシーンは凛とした青だ 息を切らして 風を追い越して ここまで来たんだよ 戦うのさ 僕らは強く生きるため 君の涙が教えてくれた 迷わないで信じた一筋の光 残したいものはたったひとつだけ 似た者同士だねって笑う、そんな景色だ 諦めないと決めた空の下 ああ、君のことが愛しく思えたよ 風の向こうで 花が咲いていた 一人じゃないんだと 守りたいと願った なりふり構わず 君の涙を僕に預けて 大丈夫さ 小さく頷いてほしい 手に入れたモノも失ったモノも その先で輝くモノも、いつかきっとさ 2021年しるしをつけよう 君と僕がおんなじ世界で息をした その証として 戦うのさ 僕らは強く生きるため 君の涙が教えてくれた 迷わないで信じた一筋の光 残したいものはたったひとつだけ 似た者同士だねって笑う、そんな景色だ 夜明け間近に星は輝いた ほら、ラストシーンは凛とした青だ
22,うっせぇわ,"
Ado",syudou,syudou,正しさとは 愚かさとは それが何か見せつけてやる ちっちゃな頃から優等生 気づいたら大人になっていた ナイフの様な思考回路 持ち合わせる訳もなく でも遊び足りない 何か足りない 困っちまうこれは誰かのせい あてもなくただ混乱するエイデイ それもそっか 最新の流行は当然の把握 経済の動向も通勤時チェック 純情な精神で入社しワーク 社会人じゃ当然のルールです はぁ？うっせぇうっせぇうっせぇわ あなたが思うより健康です 一切合切凡庸な あなたじゃ分からないかもね 嗚呼よく似合う その可もなく不可もないメロディー うっせぇうっせぇうっせぇわ 頭の出来が違うので問題はナシ つっても私模範人間 殴ったりするのはノーセンキュー だったら言葉の銃口を その頭に突きつけて撃てば マジヤバない？止まれやしない 不平不満垂れて成れの果て サディスティックに変貌する精神 クソだりぃな 酒が空いたグラスあれば直ぐに注ぎなさい 皆がつまみ易いように串外しなさい 会計や注文は先陣を切る 不文律最低限のマナーです はぁ？うっせぇうっせぇうっせぇわ くせぇ口塞げや限界です 絶対絶対現代の代弁者は私やろがい もう見飽きたわ 二番煎じ言い換えのパロディ うっせぇうっせぇうっせぇわ 丸々と肉付いたその顔面にバツ うっせぇうっせぇうっせぇわ うっせぇうっせぇうっせぇわ 私が俗に言う天才です うっせぇうっせぇうっせぇわ あなたが思うより健康です 一切合切凡庸な あなたじゃ分からないかもね 嗚呼つまらねぇ 何回聞かせるんだそのメモリー うっせぇうっせぇうっせぇわ アタシも大概だけど どうだっていいぜ問題はナシ
23,群青,"
YOASOBI",Ayase,Ayase,嗚呼、いつもの様に 過ぎる日々にあくびが出る さんざめく夜、越え、今日も 渋谷の街に朝が降る どこか虚しいような そんな気持ち つまらないな でもそれでいい そんなもんさ これでいい 知らず知らず隠してた 本当の声を響かせてよ、ほら 見ないフリしていても 確かにそこにある 感じたままに描く 自分で選んだその色で 眠い空気纏う朝に 訪れた青い世界 好きなものを好きだと言う 怖くて仕方ないけど 本当の自分 出会えた気がしたんだ 嗚呼、手を伸ばせば伸ばすほどに 遠くへゆく 思うようにいかない、今日も また慌ただしくもがいてる 悔しい気持ちも ただ情けなくて 涙が出る 踏み込むほど 苦しくなる 痛くもなる 感じたままに進む 自分で選んだこの道を 重いまぶた擦る夜に しがみついた青い誓い 好きなことを続けること それは「楽しい」だけじゃない 本当にできる？ 不安になるけど 何枚でも ほら何枚でも 自信がないから描いてきたんだよ 何回でも ほら何回でも 積み上げてきたことが武器になる 周りを見たって 誰と比べたって 僕にしかできないことはなんだ 今でも自信なんかない それでも 感じたことない気持ち 知らずにいた想い あの日踏み出して 初めて感じたこの痛みも全部 好きなものと向き合うことで 触れたまだ小さな光 大丈夫、行こう、あとは楽しむだけだ 全てを賭けて描く 自分にしか出せない色で 朝も夜も走り続け 見つけ出した青い光 好きなものと向き合うこと 今だって怖いことだけど もう今はあの日の透明な僕じゃない ありのままの かけがえの無い僕だ 知らず知らず隠してた 本当の声を響かせてよ、ほら 見ないフリしていても 確かにそこに今もそこにあるよ 知らず知らず隠してた 本当の声を響かせてよ、さあ 見ないフリしていても 確かにそこに君の中に
24,Gifted.,"
BE:FIRST",SKY-HI,Ryosuke“Dr.R”Sakai・SKY-HI・Carlo Redl,"記憶に刻み込まれるその匂い 指先触れる度に溶ける命 たとえどんな色を見たって そこに君を足していたい どこを探したって僕ら以上はもうあり得ないでしょう？ We just gifted 見たこともないくらい You already know we just gifted Let me glow in your eyes We just gifted 言葉じゃ足りないくらい You already know we just gifted Let me glow in your veins We all gifted これで終わりかい？ 先が見たきゃ Don't be shy まだ物足りない すべて僕のものにしたい 過去を捨て去るんじゃない 今を光らせる My life このカラダに刻みたい Baby, I know you're mine たとえ何度夢を見たって いつも僕は僕でいたい どこを探したって僕ら以上はもうあり得ないでしょう？ We just gifted 見たこともないくらい You already know we just gifted Let me glow in your eyes We all gifted I've been waiting for you 愛し合いたいよ 君という時代と We just gifted 見たこともないくらい You already know we just gifted Let me glow in your eyes We just gifted 言葉じゃ足りないくらい You already know we just gifted Let me glow in your veins We all gifted"
25,猫,"
DISH//",あいみょん,あいみょん,夕焼けが燃えてこの街ごと 飲み込んでしまいそうな今日に 僕は君を手放してしまった 明日が不安だ とても嫌だ だからこの僕も一緒に 飲み込んでしまえよ夕焼け だけどもそうはいかないよな 明日ってウザいほど来るよな 眠たい夜になんだか笑っちゃう 家まで帰ろう 1人で帰ろう 昨日のことなど 幻だと思おう 君の顔なんて忘れてやるさ 馬鹿馬鹿しいだろ、そうだろ 君がいなくなった日々も このどうしようもない気だるさも 心と体が喧嘩して 頼りない僕は寝転んで 猫になったんだよな君は いつかフラッと現れてくれ 何気ない毎日を君色に染めておくれよ 夕焼けが燃えてこの街ごと 飲み込んでしまいそうな今日に 僕は君を手放してしまった 若すぎる僕らはまた1から 出会うことは可能なのかな 願うだけ無駄ならもうダメだ 家までつくのが こんなにも嫌だ 歩くスピードは 君が隣にいる時のまんま 想い出巡らせ がんじがらめのため息ばっか 馬鹿にしろよ、笑えよ 君がいなくなった日々は 面白いくらいにつまらない 全力で忘れようとするけど 全身で君を求めてる 猫になったんだよな君は いつかまたあの声を聞かせてよ 矛盾ばっかで無茶苦茶な僕を 慰めてほしい 君がいなくなった日々も このどうしようもない気だるさも 心と体が喧嘩して 頼りない僕は寝転んで 猫になったんだよな君は いつかフラッと現れてくれ 何気ない毎日を君色に染めておくれよ 君がもし捨て猫だったら この腕の中で抱きしめるよ ケガしてるならその傷拭うし 精一杯の温もりをあげる 会いたいんだ忘れられない 猫になってでも現れてほしい いつか君がフラッと現れて 僕はまた、幸せで
26,Pretender,"
Official髭男dism",藤原聡,藤原聡,君とのラブストーリー それは予想通り いざ始まればひとり芝居だ ずっとそばにいたって 結局ただの観客だ 感情のないアイムソーリー それはいつも通り 慣れてしまえば悪くはないけど 君とのロマンスは人生柄 続きはしないことを知った もっと違う設定で もっと違う関係で 出会える世界線 選べたらよかった もっと違う性格で もっと違う価値観で 愛を伝えられたらいいな そう願っても無駄だから グッバイ 君の運命のヒトは僕じゃない 辛いけど否めない でも離れ難いのさ その髪に触れただけで 痛いや いやでも 甘いな いやいや グッバイ それじゃ僕にとって君は何？ 答えは分からない 分かりたくもないのさ たったひとつ確かなことがあるとするのならば 「君は綺麗だ」 誰かが偉そうに 語る恋愛の論理 何ひとつとしてピンとこなくて 飛行機の窓から見下ろした 知らない街の夜景みたいだ もっと違う設定で もっと違う関係で 出会える世界線 選べたらよかった いたって純な心で 叶った恋を抱きしめて 「好きだ」とか無責任に言えたらいいな そう願っても虚しいのさ グッバイ 繋いだ手の向こうにエンドライン 引き伸ばすたびに 疼きだす未来には 君はいない その事実に Cry... そりゃ苦しいよな グッバイ 君の運命のヒトは僕じゃない 辛いけど否めない でも離れ難いのさ その髪に触れただけで 痛いや いやでも 甘いな いやいや グッバイ それじゃ僕にとって君は何？ 答えは分からない 分かりたくもないのさ たったひとつ確かなことがあるとするのならば 「君は綺麗だ」 それもこれもロマンスの定めなら 悪くないよな 永遠も約束もないけれど 「とても綺麗だ」
27,Rocketeer,"
INI",Bull$EyE・Ondine・MonkeyVegas・STAINBOYS・MINAMI,Bull$EyE・MonkeyVegas・Ondine,燃える光の果て 遠く突破するコース 誰も追い越せない ここは俺のステージ 直感を信じて行こう 今日は俺がCoach Spacecraft 乗り込め Cockpit 高鳴る鼓動 進め 恐れては先はない 目指せ 無限に広がる世界 見つけろ Satellite 限界を超えて このまま Just drivin' Take off I'm a Rocketeer 飛び越え月に着地 このGalaxy 俺にはアジトアジト もっと速く 突き抜け There's no gravity 越え Karman Line 俺がRocketeer Rocketeer We're Rocket Rock Rocket Rocketeer Ring the alert 鐘を鳴らして 世界に響かせて Left to the right 両手広げて 宇宙まで飛んで行け We don't give it up 諦め知らずの俺 Jump it up 見せるよ You don't even know 速さは Top tier And you can watch it flying rocket 進め 恐れては先はない 目指せ 無限に広がる世界 見つけろ Satellite 限界を超えて このまま Just drivin' Take off I'm a Rocketeer 飛び越え月に着地 このGalaxy 俺にはアジトアジト もっと速く 突き抜け There's no gravity 越え Karman line 俺がRocketeer Rocketeer この手で開く新しい世界 不可能はない俺の道 Now I'm going up I'm a Rocketeer 飛び越え月に着地 このGalaxy 俺にはアジトアジト もっと速く 突き抜け There's no gravity 越え Karman line 俺がRocketeer Rocketeer Yes here we go Yes here we go right now Yes here we go Yes here we go right now Yes here we go Yes here we go right now Yes here we go We're Rocketeer Rocketeer
28,廻廻奇譚,"
Eve",Eve,Eve,有象無象 人の成り 虚勢 心象 人外 物の怪みたいだ 虚心坦懐命 宿し あとはぱっぱらぱな中身なき人間 寄せる期待 不平等な人生 才能もない 大乗 非日常が 怨親平等に没個性 辿る記憶 僕に 居場所などないから 夢の狭間で泣いてないで どんな顔すればいいか わかってる だけどまだ応えてくれよ 闇を祓って 闇を祓って 夜の帳が下りたら合図だ 相対して 廻る環状戦 戯言などは 吐き捨ていけと まだ止めないで まだ止めないで 誰よりも聡く在る 街に生まれしこの正体を 今はただ呪い呪われた僕の未来を創造して 走って 転んで 消えない痛み抱いては 世界が待ってる この一瞬を 抒情的 感情が 揺らいでいくバグ 従順に従った欠陥の罰 死守選択しかない愛に無常気 声も出せないまま 傀儡な誓いのなき百鬼夜行 数珠繋ぎなこの果てまでも 極楽往生 現実蹴って 凪いで 命を投げ出さないで 内の脆さに浸って どんな顔すればいいか わかんないよ 今はただ応えてくれよ 五常を解いて 五常を解いて 不確かな声を紡ぐイデア 相殺して 廻る感情線 その先に今 立ち上がる手を ただ追いかけて ただ追いかけて 誰よりも強く在りたいと願う 君の運命すら 今はただ 仄暗い夜の底に 深く深く落ちこんで 不格好に見えたかい これが今の僕なんだ 何者にも成れないだけの屍だ 嗤えよ 目の前の全てから 逃げることさえやめた イメージを繰り返し 想像の先をいけと 闇を祓って 闇を祓って 夜の帳が下りたら合図だ 相対して 廻る環状戦 戯言などは 吐き捨ていけと まだ止めないで まだ止めないで 誰よりも聡く在る 街に生まれしこの正体を 今はただ呪い呪われた僕の未来を創造して 走って 転んで 消えない痛み抱いては 世界が待ってる この一瞬を
29,シンデレラボーイ,"
Saucy Dog",石原慎也,Saucy Dog,頭じゃわかっていても 心が追いつかない カラダは単純なのね 男なら尚更ね あぁあ 夜な夜なゆらゆらいでも 未だに君がいちばん 最低で大好きだった なんでかな ムカつくわ。もう 忘れちゃいたいのに ずっと傷つけられてばっかだったのに シンデレラボーイ 0時を回って 腕の中であたしを泣かせないで 気づかないふりをしてそのまま つけるタバコが大嫌い 濡れたままのバスタオル 浴室にかけた8時 散らかった部屋にはひとり またカラダ許してしまったな あなたがいなくなっても あたしは平気そうです 連絡はたまにするね 意地悪くらいさせてよね 嘘くらいせめてちゃんと 次は上手につかなきゃね あたしの前だけで弱さを見せて 無邪気な顔で呼んでみて あなたの瞳 独占させて 誰も見ないでいて欲しかっただけ 死んで シンデレラボーイ 0時を回って 腕の中であたしを泣かせないで 気づかないふりをしてそのまま つけるタバコが大嫌い 好きって言わんでよ 愛しても無いのに 瞳の奥、あたしを捕まえて 気づかないふりをしてそのまま 騙されてあげていたの
30,Brighter,"
INI",STAINBOYS・Moon Kim,Moon Kim・STAINBOYS,果てしない道 過ぎて行く景色 寂しく光る夜空 どれだけ記憶辿っても 足踏みしているだけ 遥かな夢 積もる雪 あの日途切れた足跡 どこへ行っても 見つからない 答えばかり探し続けてた 闇の中を当てなく彷徨う 僕に届くまで 君の声を 響かせてほしい 行き場をなくしたまま 途方に暮れていても 手を差し出す 君がいるから 決して消えない その光を いつまでも 輝いていて Brighter 無数の星の下 火を灯して Brighter この季節を彩るように 一筋の光を照らしてよ 眩しいほどに You're shining Brighter 全部君で満たされていく 勇気を出して 踏み出してみるよ 少しずつでも 歩いてみるよ 忘れかけた 温かな君のぬくもりが 凍りついた 心まで溶かしてくれた このまま君と手を繋いで 光の差す方へ 闇の中を当てなく彷徨う 僕に届くまで 君の声を 響かせてほしい 辛さや悲しみも 超えていけるさ 決して消えない その光をいつまでも 輝いていて Brighter 無数の星の下 火を灯して Brighter 全部君で満たされていく I'm shining bright when I'm with you I see the lights 近づいた距離 僕らの心が ひとつになれば 奇跡を起こすから 輝いていて Brighter 無数の星の下 火を灯して Brighter この季節を彩るように 一筋の光を照らしてよ 眩しいほどに You're shining Brighter 全部君で満たされていく
31,紅蓮華,"
LiSA",LiSA,草野華余子,強くなれる理由を知った 僕を連れて進め 泥だらけの走馬灯に酔う こわばる心 震える手は掴みたいものがある それだけさ 夜の匂いに空睨んでも 変わっていけるのは自分自身だけ それだけさ 強くなれる理由を知った 僕を連れて進め どうしたって！ 消せない夢も 止まれない今も 誰かのために強くなれるなら ありがとう 悲しみよ 世界に打ちのめされて負ける意味を知った 紅蓮の華よ咲き誇れ！ 運命を照らして イナビカリの雑音が耳を刺す 戸惑う心 優しいだけじゃ守れないものがある？ わかってるけど 水面下で絡まる善悪 透けて見える偽善に天罰 逸材の花より 挑み続け咲いた一輪が美しい 乱暴に敷き詰められた トゲだらけの道も 本気の僕だけに現れるから 乗り越えてみせるよ 簡単に片付けられた 守れなかった夢も 紅蓮の心臓に根を生やし この血に宿ってる 人知れず儚い 散りゆく結末 無情に破れた 悲鳴の風吹く 誰かの笑う影 誰かの泣き声 誰もが幸せを願ってる どうしたって！ 消せない夢も 止まれない今も 誰かのために強くなれるなら ありがとう 悲しみよ 世界に打ちのめされて負ける意味を知った 紅蓮の華よ咲き誇れ！ 運命を照らして
32,白銀,"
LiSA",梶浦由記,梶浦由記,残酷な運命が 牙を剥き出して僕らを待ち構えていても この道は譲れないよ まだ足りないこんなもんじゃない 届かないのはイヤだ 抜き身になれ 絆一つに背中を預け 美しい世界を 君の涙を 守りたい 雷鳴が時を告げる 僕らは空に放たれて 災いに降り注ぐ 白銀(しろがね)の刃に変わる 置いてきた物語と もう失くせないものがある 暗闇を塗りつぶせ 業火の淵へ、まっすぐに 大事なものを何一つ 諦めたくないと言うのなら 誰よりも尖らせろ 切っ先を 欲しがって欲張って 未来の胸ぐら掴んで捩じ伏せろよ 望むからこそ泣きわめくんだ 一番強い 風吹く丘を 探し出す 雷鳴が闇を照らす 刹那に空を駆け上がる 悲しみを逃さない 白銀(しろがね)の刃のように 一瞬で失くしたもの まだ追いすがって走るんだ 光の速度になれ 業火の淵へ、まっすぐに ギリギリに研ぎ澄ませ 銀色に尖るまで 運命の隙間にねじ込んで 切り開いて ぶち破って 弱かったんだ あの時 哀れんで 悲しんで うずくまった夜を断ち切って 飛ばせ 雷鳴が時を告げる 僕らはきっと何度でも 優しさも悲しみも 白銀(しろがね)の刃に変える もう一回飛び上がれば 綺麗な空が見えるはず 暗闇を塗りつぶせ 業火の淵へ 僕らは進む まっすぐに
33,踊,"
Ado",DECO*27,Giga・TeddyLoid,半端なら K.O. ふわふわしたいならどうぞ 開演準備しちゃおうか 泣いても笑っても愛してね ほら Say No 低音響かせろ なんだかな…ってつまんないこともあるでしょう ロンリー論理のノート ハンディー本気脱走 やんなっちゃって泥に Bad ご法度だろうが溺れて堕ちて そろそろいっか もっと頑張って アガるまでもっと頑張って 繋がろうひとりよりふたり 増えたら安心 心配ないや Alright 任せて Don't Mind 波あり難題 みんなで乗っかっちゃえば 案外さくっと行っちゃいそう 半端なら K.O. ふわふわしたいならどうぞ 開演準備しちゃおうか 泣いても笑っても愛してね ほら Say No 低音響かせろ 今宵は暗転パーティー Woah 踊りだせ 踊りだせ 孤独は殺菌 満員御礼 Woah 痛みまで おシェアで ここらでバイバイ Let go どんな劣等感だとて 即興の血小板で 抑え込んで 突っ込んで 仕舞っちゃうでしょ Up and down なテンション ねえまいっちゃってんの相当 ドバっと噴き出すのは 本音の独り言 「別に興味ない」 「特に関係ない」 塞ぎ込んで 舌鋒絶頂へ 合図を奏でて PrrPrrPrr ほら集まって夜行だ 鳴いていこう 半端なら K.O. Woah 踊りだせ 踊りだせ 孤独は殺菌 満員御礼 Woah 痛みまで おシェアで 今宵も暗転パーティーだ Woah またのお越しを きっと Woah 次回までお元気で ここらでバイバイ Let go
34,Lemon,"
米津玄師",米津玄師,米津玄師,夢ならばどれほどよかったでしょう 未だにあなたのことを夢にみる 忘れた物を取りに帰るように 古びた思い出の埃を払う 戻らない幸せがあることを 最後にあなたが教えてくれた 言えずに隠してた昏い過去も あなたがいなきゃ永遠に昏いまま きっともうこれ以上 傷つくことなど ありはしないとわかっている あの日の悲しみさえ あの日の苦しみさえ そのすべてを愛してた あなたとともに 胸に残り離れない 苦いレモンの匂い 雨が降り止むまでは帰れない 今でもあなたはわたしの光 暗闇であなたの背をなぞった その輪郭を鮮明に覚えている 受け止めきれないものと出会うたび 溢れてやまないのは涙だけ 何をしていたの 何を見ていたの わたしの知らない横顔で どこかであなたが今 わたしと同じ様な 涙にくれ 淋しさの中にいるなら わたしのことなどどうか 忘れてください そんなことを心から願うほどに 今でもあなたはわたしの光 自分が思うより 恋をしていたあなたに あれから思うように 息ができない あんなに側にいたのに まるで嘘みたい とても忘れられない それだけが確か あの日の悲しみさえ あの日の苦しみさえ そのすべてを愛してた あなたとともに 胸に残り離れない 苦いレモンの匂い 雨が降り止むまでは帰れない 切り分けた果実の片方の様に 今でもあなたはわたしの光
35,好きだから。,"
『ユイカ』",『ユイカ』,『ユイカ』,かっこいいから好きなんじゃない。 好きだからかっこいいんだよ。 誰かにばかにされても何ともない だって私の「ヒーロー」。 いつも「眠い。」って言うくせに、 授業は起きているとことか。 みんなの前ではクールなのに、 犬の前ではデレデレなとことか。 あぁ、本当に愛してやまない貴方のこと。 私だけの「ヒーロー」になってよ。 LINEだってしていたいし、 一緒に帰ったりしたいよ。 放課後部活に行く貴方に 「またね。」ってひとりごと。 休みの日だって会いたいし、 寝落ち電話もしてみたいけど、 そんな勇気はちっともなくて、 あきれるなぁ。 振り向いてほしくて、 意識してほしくて、 香水をつけて 1人でむせて。 貴方が欲しくて、 貴方のものになりたくて、 「明日こそは。」って ベッドの上でシミュレーション 貴方を考えながら また明日。 かわいいから好きなんじゃない。 好きだからかわいいんだよ。 誰かにばかにされても何ともない だって僕の「ヒロイン」。 「今日こそ起きる！」って言うくせに、 結局授業で寝るとことか。 みんなの前ではおてんばなのに、 案外涙もろいとことか。 あぁ、本当に愛してやまない君のこと。 僕だけの「ヒロイン」にならないかな。 勉強とか教えてあげたいし、 一緒に映画とか観に行きたいよ。 放課後友達と笑う君に 「ばいばい。」ってひとりごと。 君のストーリーに載りたいし、 「俺の彼女。」自慢もしてみたいけど、 告白なんかできそうになくて、 あきれるなぁ。 振り向いてほしくて、 意識してほしくて、 ワックスをつけて ベトベトになっちゃって。 君が欲しくて、 君のものになりたくて、 「明日こそは。」って 布団の中でシミュレーション 君を考えながら また明日。 貴方に貴方の相談をしたんだ。 君が男の相談をしてきたんだ。 「やめとけ。」なんて言わないでよ。 他の男になんて行くなよ。 ずっとずっと見ていてよ。 振り向いてほしくて、 意識してほしくて、 ずっと隣にいてくれませんか。 貴方が好きなの。 君を愛おしく思うよ。 「明日こそは。」って 今日もシミュレーション 君との恋は 甘いムスクの香りがしたんだ。
36,魔法の絨毯,"
川崎鷹也",川崎鷹也,川崎鷹也,くだらないことで笑って何気ない会話で泣いて ひとつひとつの出来事に 栞を挟んで 忘れないように 無くさないように アラジンのように魔法の絨毯に乗って 迎えに行くよ、魔法は使えないけど お金もないし、力もないし、地位も名誉もないけど 君のこと離したくないんだ 君が仮にどんな恋を重ねてさ どんな人と笑い合ったか 1人で考えて 勝手に凹んで 眠れない夜を過ごしてさ 仮に雨が降って びしょ濡れになっても ぼくが迎えに行くから 笑って泣いて見つめ合って 抱きしめ合って愛し合って ジーニーのように魔法のランプから出て 笑わせるよ、魔法は使えないけど お金もないし、力もないし、地位も名誉もないけど 君のこと守りたいんだ アラジンのように魔法の絨毯に乗って 迎えに行くよ、魔法は使えないけど お金もないし、力もないし、地位も名誉もないけど 君のこと ジーニーのように魔法のランプから出て 笑わせるよ、魔法は使えないけど お金もないし、力もないし、地位も名誉もなにもない だけど君を守りたいんだ
37,Chopstick,"
NiziU",J.Y. Park “The Asiansoul”・Yuka Matsumoto,J.Y. Park “The Asiansoul”,"時針のない分針 意味がないでしょ ご馳走のないParty 地味になりそう 君が聴かない歌じゃダメでしょ Cuz everything I do, I do for you 君へ 届けて この気持ちを 笑顔に できますように すべて 見せて あげる 私 でも 伝えきれるものかな？ Like a chopstick 1本じゃ 掴めない Like a hand to clap ひとりじゃ つまらない Like a pretty shoe チグハグじゃ 心配 Like a wing to fly 君としか 飛べない That's why I need you I always wanna be with you 同じ気持ちでいて That's why I need you I always wanna be with you 同じ明日を見て 音楽のないスピーカー まるで意味ない バッテリーのない携帯 役に立たない 君が観ないStageには意味がない Cuz everything I sing, I sing for you 前で 後(あと)で 支えてるから 笑顔に できる ものなら 君がいなきゃ いけない訳なんて うまく言えない だけど Like a chopstick 1本じゃ 掴めない Like a hand to clap ひとりじゃ つまらない Like a pretty shoe チグハグじゃ 心配 Like a wing to fly 君としか 飛べない One Team that's what we are Teamwork that's what we need Pass assist and shoot rebound Ball keeps moving around and around いないと 全部ないの！ 誰にも 代われないよ ヤダな 意味がないよ 君じゃないとね 一人なんて Incomplete 自信がない Can't compete 2ひく1は 1でもZero Supermanより 君だけがMy hero 夢の答え 心の糧 君とTopへ それがJob 最強のタッグ Ain't nobody can stop 勝利して Let the champagne pop 君へ 届けて この気持ちを 笑顔に できますように すべて 見せて あげる 私 でも 伝えきれるものかな？ Like a chopstick ほら 一緒だったら Like a hand to clap 君と鳴らしたい Like a pretty shoe 揃え出かけたい Like a wing to fly 一緒に 飛べる 彼方 That's why I need you I always wanna be with you 同じ気持ちでいて That's why I need you I always wanna be with you 同じ明日を見て"
38,こたえあわせ,"
JUJU",蒼山幸子,YOSHIHIRO(KEYTONE),連れ出してこのまま 戻る気はないわ はじめての自由と出掛けたいの ふたりで ただ いつの間にか止んだ 雨の匂いがした まるで終わらない夢が覚めるように ずっとはぐれながら そっと生きてきたから 同じ足音のあなたに気付けた いつでも これ以上を求めるのは さみしい綱渡りに思えた なみだが うそのように 風にさらわれながら 解けてゆく あなたとなら見違える 世界を愛せる 気がした 出会えた ふたりでいれば これから触れる明日は とても果てしないけど 今までより夢見るのが怖くないよ 伝えるわこのまま 静かな胸の中 とりとめのない手紙のように ひとつの窓からじゃ 見渡せない 景色がこんなにあったの あなたの 窓際で 座って見る全ては 美しくて 答え合わせばかりする癖を笑ってくれた どれでも どれもが 正解だよと そうして信じられる度 ほんとの答えに 近づけたの 繋いだ手が暖かいよ どこまでもゆくわ いつか色どりを変えてゆく 季節のような幸せでも 臆病だったわたしには戻れない ありがとう あてもないのに迷わない あなたとなら見違える 世界を愛せる 気がした 出会えた ふたりでいれば これから触れる明日は とても果てしないけど 今までより鮮やかな夢を見てる まずはどんな場所へ行こう 胸を震わせて どんなに 儚い 今の中でも 答え合わせを忘れた ふたりは自由で ぼやけてる未来さえも怖くないよ
39,ないばいたりてぃ,"
P丸様。",真島ゆろ,真島ゆろ,ちょっとリラックス 晴れのちセンチメンタル きょうもいちにちがはじまります きょうもいちにちがはじまります ちょっとナルシズム 雨のちかなりペシミズム ワンパターンのつまらん日々を command + Dでターンのリピート しょーもない しょーもない もうどうにでもな～れ 嗚呼ケセラセラ 無い無いバイタリティ 何も出来んから大惨事 ガイドラインも何にも無いもん はいもうめんどくさい オーバーな心配しい から回るシンパシー 明日やろうは馬鹿野郎とか 言ってるほうがバカなんだもん ちょっとつまんない それでもてんで悩まない ノーリターンでも別にいいから ノータリンでも別にいいでしょ ばかばかしい ばかばかしい あーハイハイ、そーですねー。 もうややこしや 無い無いバイタリティ 流れに身を任せ大団円 エンドロールまで誰も見ないなら はいもうわかりません 的外れなアドバイス からまる以心伝心 悩んでる暇にやってられたんなら 言われる前からやってたんだもん これじゃダメだとわかっていて それでも死ぬわけではなくて 漠然としてる将来の不安とか不満とか これは嘘だと気づいていて それでも傷つきたくなくて 釈然としない状態を俯瞰して 普段着でいたいな 無い無いバイタリティ 何も出来んから大惨事 ガイドラインも何にも無いもん はいもうめんどくさい オーバーな心配しい から回るシンパシー 明日やろうは馬鹿野郎とか 言ってるほうがバカだとか 言ってるほうがバカなんだもん
40,マリーゴールド,"
あいみょん",あいみょん,あいみょん,風の強さがちょっと 心を揺さぶりすぎて 真面目に見つめた 君が恋しい でんぐり返しの日々 可哀想なふりをして だらけてみたけど 希望の光は 目の前でずっと輝いている 幸せだ 麦わらの帽子の君が 揺れたマリーゴールドに似てる あれは空がまだ青い夏のこと 懐かしいと笑えたあの日の恋 「もう離れないで」と 泣きそうな目で見つめる君を 雲のような優しさでそっとぎゅっと 抱きしめて 抱きしめて 離さない 本当の気持ち全部 吐き出せるほど強くはない でも不思議なくらいに 絶望は見えない 目の奥にずっと写るシルエット 大好きさ 柔らかな肌を寄せあい 少し冷たい空気を2人 かみしめて歩く今日という日に 何と名前をつけようかなんて話して ああ アイラブユーの言葉じゃ 足りないからとキスして 雲がまだ2人の影を残すから いつまでも いつまでも このまま 遥か遠い場所にいても 繋がっていたいなあ 2人の想いが 同じでありますように 麦わらの帽子の君が 揺れたマリーゴールドに似てる あれは空がまだ青い夏のこと 懐かしいと笑えたあの日の恋 「もう離れないで」と 泣きそうな目で見つめる君を 雲のような優しさでそっとぎゅっと 抱きしめて離さない ああ アイラブユーの言葉じゃ 足りないからとキスして 雲がまだ2人の影を残すから いつまでも いつまでも このまま 離さない いつまでも いつまでも 離さない
41,赤鼻のトナカイ,"
クリスマスソング",新田宣夫,MARKS JOHN D,真っ赤なお鼻の トナカイさんは いつもみんなの わらいもの でもその年の クリスマスの日 サンタのおじさんは いいました 暗い夜道は ぴかぴかの おまえの鼻が 役に立つのさ いつも泣いてた トナカイさんは 今宵こそはと よろこびました
42,糸,"
中島みゆき",中島みゆき,中島みゆき,なぜ めぐり逢うのかを 私たちは なにも知らない いつ めぐり逢うのかを 私たちは いつも知らない どこにいたの 生きてきたの 遠い空の下 ふたつの物語 縦の糸はあなた 横の糸は私 織りなす布は いつか誰かを 暖めうるかもしれない なぜ 生きてゆくのかを 迷った日の跡の ささくれ 夢追いかけ走って ころんだ日の跡の ささくれ こんな糸が なんになるの 心許なくて ふるえてた風の中 縦の糸はあなた 横の糸は私 織りなす布は いつか誰かの 傷をかばうかもしれない 縦の糸はあなた 横の糸は私 逢うべき糸に 出逢えることを 人は 仕合わせと呼びます
